Title,PromptURL,Description,Category,Level,PromptTags,Updated
Marcus Garvey Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/marcus_garvey_overview.md,Erstelle einen umfassenden Artikel über Marcus Garvey. Der Artikel sollte die folgenden Schlüsselaspekte im Detail abdecken:,AI 4 WORK,Einsteiger,SOP,2025-12-24
Marijuana Legal Landscape,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/marijuana_legal_landscape.md,"Erstelle eine umfassende Erklärung, die die rechtliche Landschaft bezüglich des Verkaufs und der Verwendung von Marihuana- und CBD-Produkten in den Vereinigten Staaten...",AI 4 WORK,Profi,Retail,2025-12-24
Marketing Content Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Marketing%20Content%20Strategies.md,"Du bist ein KI-Assistent, der darauf spezialisiert ist, Marketinginhalte für eine Home & Garden Expo zu erstellen. Deine Aufgabe ist es, bei der Entwicklung effektiver...",AI 4 WORK,Profi,"Analyse, Content, Strategie",2025-12-24
Marketing Strategy For Handmade Jewelry,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/marketing_strategy_for_handmade_jewelry.md,"""Ich besitze ein Unternehmen, das sich auf handgefertigten Schmuck aus Polymer-Ton spezialisiert. Ich führe auch Workshops durch, in denen ich Menschen beibringe, wie sie ihren...",AI 4 WORK,Profi,"Workshop, Finance, Newsletter, Analyse, Email",2025-12-24
Massage Therapist Curriculum Design,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/massage_therapist_curriculum_design.md,"Erstellen Sie einen strukturierten Lehrplan für ein Massagetherapeuten-Programm, das 144 Unterrichtsstunden umfasst, aufgeteilt in drei Module, die jeweils 48 Stunden dauern....",AI 4 WORK,Einsteiger,"Training, Adoption",2025-12-24
Master Student Ai Coach,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/master_student_ai_coach.md,"""Ich möchte, dass du als Master Student AI Coach fungierst, der mir helfen soll, tiefgreifende Expertise in einem Thema meiner Wahl zu erreichen. Dein Ziel ist es, mich durch...",AI 4 WORK,Experte,"Research, Training, Prozesse, Strategie, Roadmap",2025-12-24
Maximize Potential And Confidence Advice,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/maximize_potential_and_confidence_advice.md,"Als ob Sie Tony Robbins wären, beraten Sie jemanden darüber, wie er sein Potenzial maximieren und seine Selbstgespräche, sein Selbstvertrauen und seine Zielerreichung...",AI 4 WORK,Profi,Strategie,2025-12-24
Media Monitoring System,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/media_monitoring_system.md,"Erstelle ein umfassendes System für Medienbeobachtung, das folgende Aspekte umfasst:",AI 4 WORK,Profi,"Analyse, Reporting, Prozesse",2025-12-24
Meeting Minutes Template Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/meeting_minutes_template_guide.md,Erstellen Sie einen detaillierten Leitfaden zur Gestaltung einer Besprechungsprotokoll-Vorlage und deren Speicherung in ChatGPT. Ihre Antwort sollte Folgendes enthalten:,AI 4 WORK,Profi,"Template, Decision, Prozesse",2025-12-24
Mental Health Conditions Report,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/mental_health_conditions_report.md,"Erstelle einen umfassenden Forschungsbericht, der die 20 am besten behandelbaren psychischen Gesundheitszustände innerhalb der afrikanisch-karibischen Gemeinschaft im...",AI 4 WORK,Experte,"Research, Analyse, Reporting",2025-12-24
Modify Ai Content Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/modify_ai_content_strategies.md,Erstellen Sie einen detaillierten und umfassenden Leitfaden zu Strategien zur Vermeidung von KI-Erkennung und Plagiatsverhinderung in schriftlichen Inhalten. Ihre Antwort...,AI 4 WORK,Profi,"Content, Strategie",2025-12-24
Monthly Recurring Revenue Marketing,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/monthly_recurring_revenue_marketing.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,Profi,"Decision, Prozesse, Strategie",2025-12-24
Mortgage Insurance Claims Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/mortgage_insurance_claims_guide.md,"""Stelle mir Klärungsfragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Einsteiger,"Decision, Prozesse",2025-12-24
Motivation For Cybersecurity Job Seekers,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/motivation_for_cybersecurity_job_seekers.md,"Erstelle eine Reihe motivierender Beiträge für Personen, die eine Karriere als Cybersicherheits- und Security Operations Center (SOC)-Analysten anstreben, speziell um sie...",AI 4 WORK,Einsteiger,"Safety, Strategie",2025-12-24
Motivation Guidelines Calendar,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/motivation_guidelines_calendar.md,"Erstelle eine umfassende Richtlinie, um motiviert zu bleiben und Fortschritte effektiv zu verfolgen. Die Richtlinie sollte in Form eines Kalenders präsentiert werden. Erwäge,...",AI 4 WORK,Profi,Strategie,2025-12-24
Music Composition Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/music_composition_guide.md,"Erstelle einen detaillierten Leitfaden für Musikkomposition zur Erstellung eines Synth-Stücks, das verschiedene Musikstile und Elemente verbindet. Gib Einblicke zu Folgendem:",AI 4 WORK,Experte,"Strategie, SOP",2025-12-24
Music Licensing Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/music_licensing_strategy.md,"Erstelle eine umfassende Strategie, um einem Komponisten für Musiklizenzen dabei zu helfen, einen strukturierten und effektiven Ansatz für den Aufbau einer erfolgreichen...",AI 4 WORK,Profi,"Template, Prozesse, Strategie",2025-12-24
Network Marketing Crypto Accessibility,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/network_marketing_crypto_accessibility.md,"Erstellen Sie einen umfassenden ChatGPT-Prompt, der die Bedürfnisse von jemandem anspricht, der Network-Marketing für Kryptowährungen zugänglicher machen möchte, und sich dabei...",AI 4 WORK,Profi,"Finance, Decision",2025-12-24
Network Personal Ad,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/network_personal_ad.md,Erstelle eine ausgefeilte und ansprechende Version einer persönlichen Anzeige für Networking und Einkommensgenerierung unter Verwendung der bereitgestellten Informationen. Das...,AI 4 WORK,Profi,"Safety, Automation",2025-12-24
Non Profit Organization Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/non_profit_organization_guide.md,"Erstelle einen umfassenden Leitfaden für die Gründung, Leitung und das Wachstum einer gemeinnützigen Organisation mit Schwerpunkt auf der Unterstützung unterversorgter...",AI 4 WORK,Experte,"Automation, Finance, Analyse, Decision, Reporting",2025-12-24
Nurse Workforce Analysis,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/nurse_workforce_analysis.md,"Handle als Datenanalyst im Gesundheitswesen-HR und Strategieentwickler für Personas. Ich benötige Hilfe bei der Analyse von Pflegepersonal-Daten, um eine oder mehrere...",AI 4 WORK,Profi,"Analyse, Strategie",2025-12-24
Nursing Care Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/nursing_care_plan.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich erfüllen können. Atmen Sie tief durch und gehen Sie es Schritt für Schritt an....",AI 4 WORK,Profi,Decision,2025-12-24
One-Pager Builder (AI 4 WORK) #12,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/22_one_pager_builder_ai_4_work_12.md,Baut eine 1-Seite Entscheidungs-/Projektübersicht.,AI 4 WORK,Experte,"Automation, Decision, Prozesse, SOP",2025-12-24
One-Pager Builder (AI 4 WORK) #17,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/27_one_pager_builder_ai_4_work_17.md,Baut eine 1-Seite Entscheidungs-/Projektübersicht.,AI 4 WORK,Experte,"Automation, Decision, Prozesse, SOP",2025-12-24
One-Pager Builder (AI 4 WORK) #2,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/12_one_pager_builder_ai_4_work_2.md,Baut eine 1-Seite Entscheidungs-/Projektübersicht.,AI 4 WORK,Experte,"Automation, Decision, Prozesse, SOP",2025-12-24
One-Pager Builder (AI 4 WORK) #7,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/17_one_pager_builder_ai_4_work_7.md,Baut eine 1-Seite Entscheidungs-/Projektübersicht.,AI 4 WORK,Experte,"Automation, Decision, Prozesse, SOP",2025-12-24
Opendoor Research Report,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/opendoor_research_report.md,"""Ich recherchiere über Opendoor, ein Immobilienentwicklungsunternehmen, das Co-Living-Räume gebaut und verwaltet hat, aber später unerwartet geschlossen wurde. Ich benötige...",AI 4 WORK,Profi,"Research, Finance, Analyse, Reporting, Prozesse",2025-12-24
Operational Technology Cybersecurity Wbs,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/operational_technology_cybersecurity_wbs.md,"Erstellen Sie eine detaillierte Projektstrukturplan (Work Breakdown Structure, WBS) für ein Operational Technology (OT) Cybersecurity-Projekt. Berücksichtigen Sie die folgenden...",AI 4 WORK,Experte,"Safety, Training, Stakeholder, Analyse, Content",2025-12-24
Optimize Linkedin Ads,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/optimize_linkedin_ads.md,"Erstellen Sie einen umfassenden Leitfaden zur Optimierung von LinkedIn-Anzeigen mit dem Ziel, Leistung und Konversionsraten speziell für Text Link Ads (TLAs) und Message Ads zu...",AI 4 WORK,Profi,"LinkedIn, Strategie",2025-12-24
Optimize Linkedin Presence,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/optimize_linkedin_presence.md,Analysieren Sie die Anfrage und formulieren Sie dann einen detaillierten Prompt:,AI 4 WORK,Profi,"Content, LinkedIn, Strategie",2025-12-24
Optimize Linkedin Profile,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/optimize_linkedIn_profile.md,Erstellen Sie einen detaillierten Leitfaden zur Optimierung eines LinkedIn-Profils. Die Antwort sollte die folgenden Aspekte abdecken:,AI 4 WORK,Profi,"Content, LinkedIn, Strategie",2025-12-24
Optimize Resume Keywords,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/optimize_resume_keywords.md,"Ich möchte meinen Lebenslauf aktualisieren, um mich für eine Remote-Assistenten-Position zu bewerben. Bitte hilf mir, einen maßgeschneiderten und optimierten Lebenslauf zu...",AI 4 WORK,Profi,,2025-12-24
Options Contracts Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/options_contracts_overview.md,Sicher! Hier ist der hochwertige ChatGPT-Prompt basierend auf der Anfrage:,AI 4 WORK,Einsteiger,Strategie,2025-12-24
Organizational Review Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/organizational_review_strategy.md,Erstellen Sie eine umfassende Strategie zur Durchführung einer Organisationsprüfung. Die Antwort sollte Folgendes enthalten:,AI 4 WORK,Profi,"Stakeholder, Analyse, Reporting, Prozesse, Strategie",2025-12-24
Organizational Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/organizational_strategies.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Einsteiger,Strategie,2025-12-24
Organize Chatgpt Conversations,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/organize_chatgpt_conversations.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich erledigen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Einsteiger,,2025-12-24
Organizing Knowledge Hub,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/organizing_knowledge_hub.md,Erstelle einen Leitfaden zur Organisation eines Wissens-Hubs in Google NotebookLM für ein Global Service Desk Team. Berücksichtige folgende Komponenten:,AI 4 WORK,Einsteiger,"Content, Prozesse, Strategie",2025-12-24
Overview Construction Process,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/overview_construction_process.md,"Geben Sie einen detaillierten und umfassenden Überblick über die Bauprozesse, die beim Bau einer Wohnstruktur von Anfang bis Fertigstellung beteiligt sind. Die Antwort sollte...",AI 4 WORK,Einsteiger,"Finance, Analyse, Prozesse",2025-12-24
Pain Points Of Solopreneurs,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/pain_points_of_solopreneurs.md,"Erstelle eine Analyse der Schmerzpunkte, mit denen Solopreneure konfrontiert sind, die am Anfang ihrer unternehmerischen Reise stehen. Konzentriere dich darauf, die häufigsten...",AI 4 WORK,Profi,"Finance, Analyse, Strategie",2025-12-24
Passive Income Ai Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/passive_income_ai_strategies.md,"Ich möchte einen passiven Einkommensstrom unter Nutzung von KI schaffen, insbesondere ChatGPT-Prompting, ohne direktes Coaching anzubieten. Ich habe Erfahrung in...",AI 4 WORK,Experte,"Checkliste, Automation, Template, Email, Content",2025-12-24
Personalized Meal Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/personalized_meal_plan.md,"Erstelle einen personalisierten Ernährungsplan für einen Kunden basierend auf seinen Profilinformationen. Hier ist, was du tun musst:",AI 4 WORK,Profi,,2025-12-24
Personalized Messaging Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/personalized_messaging_guide.md,"Hier ist ein detaillierter ChatGPT-Prompt, der alle notwendigen Komponenten behandelt:",AI 4 WORK,Profi,"Automation, Prozesse, Strategie",2025-12-24
Peterbilt Truck Parts Course Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/peterbilt_truck_parts_course_outline.md,"Erstelle einen umfassenden und detaillierten Kursentwurf über Peterbilt-LKW-Teile für Schulungs- und Lehrzwecke, der sich an Studenten und Mitarbeiter richtet. Stelle sicher,...",AI 4 WORK,Experte,"Safety, Training, Adoption, Content",2025-12-24
Pinterest Marketing Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/pinterest_marketing_guide.md,Erstellen Sie einen umfassenden Leitfaden zum Erlernen und Meistern von Pinterest-Marketing von Grund auf. Der Leitfaden sollte Folgendes abdecken:,AI 4 WORK,Experte,"Adoption, Analyse, Content, Strategie",2025-12-24
Post Coloring Books Online,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/post_coloring_books_online.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Profi,"Finance, Prozesse, Retail",2025-12-24
Postmortem Generator,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/08_postmortem_generator.md,Schreibt Incident-Postmortems ohne Schuldzuweisung.,AI 4 WORK,Einsteiger,"Automation, Template, Prozesse, SOP",2025-12-24
Predictive Chatbot Development,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/predictive_chatbot_development.md,"Erstelle einen detaillierten und umfassenden Plan zur Entwicklung eines Chatbots mit ChatGPT, der Ergebnisse im Aviator-Spiel vorhersagen kann. Berücksichtige die folgenden...",AI 4 WORK,Einsteiger,Analyse,2025-12-24
Private Healthcare Proposal,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/private_healthcare_proposal.md,"Erstelle einen umfassenden Geschäftsvorschlag für jemanden in Südafrika, der im privaten Gesundheitswesen arbeitet. Der Vorschlag sollte die folgenden Abschnitte umfassen:",AI 4 WORK,Experte,"Finance, Analyse, Strategie, Retail",2025-12-24
Problem Agitate Solve,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/problem_agitate_solve.md,"Erstelle eine Nachricht im ""Problem-Agitate-Solve""-Stil mit den folgenden Schritten:",AI 4 WORK,Profi,,2025-12-24
Product Support Inquiry,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/product_support_inquiry.md,"``` Sie sind damit beauftragt, eine Produktdatenbank für ein kleines Medizinprodukteunternehmen zu durchsuchen und relevante Produktdaten zurückzugeben, um Kundenfragen...",AI 4 WORK,Profi,,2025-12-24
Productivity Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/productivity_plan.md,"Als Experten-Life-Coach benötige ich von dir einen umfassenden und personalisierten Produktivitätsplan. Hier ist, was ich brauche:",AI 4 WORK,Experte,"Research, Template, Strategie",2025-12-24
Professional Development Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Professional%20Development%20Plan.md,"Erstellen Sie einen umfassenden Plan, um mich durch mehrere Aufgaben im Zusammenhang mit meiner beruflichen Entwicklung und Online-Geschäftsbestrebungen zu führen. Bitte...",AI 4 WORK,Experte,"Template, Email, Strategie",2025-12-24
Professional Reference Letter Guidance,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/professional_reference_letter_guidance.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich abschließen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Profi,,2025-12-24
Project Closure Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/project_closure_guide.md,Erstellen Sie einen umfassenden Leitfaden für die Entwicklung eines Projektabschlusses. Ihre Antwort sollte die folgenden Schlüsselaspekte abdecken:,AI 4 WORK,Profi,"Checkliste, Stakeholder, Reporting, Prozesse",2025-12-24
Provide Guidance,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/provide_guidance.md,"Handle als professioneller Beziehungsberater und gib durchdachte, einfühlsame und praktische Ratschläge, die auf ein Paar zugeschnitten sind, das fortlaufende Unterstützung in...",AI 4 WORK,Profi,"Finance, Strategie",2025-12-24
Präsentation Skizziere,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/Presentation%20Outline.md,Erstelle einenn Gliederung for a student video Präsentation. The Gliederung should be comprehensive and structured to ensure clarity and engagement throughout the Präsentation....,AI 4 WORK,Profi,"Checkliste, Content, Script",2025-12-24
QA Check für AI Outputs,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/10_qa_check_fuer_ai_outputs.md,"Baut eine Qualitätscheckliste, bevor Outputs weitergegeben werden.",AI 4 WORK,Einsteiger,"Checkliste, Automation, Analyse, Email, Content",2025-12-24
Quick Bible Facts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/quick_bible_facts.md,"""Ich möchte schnelle Fakten über die Heilige Bibel lernen. Bitte geben Sie einen prägnanten und dennoch informativen Überblick, der Folgendes umfasst:",AI 4 WORK,Einsteiger,,2025-12-24
Real Estate App Development,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/real_estate_app_development.md,"Ich möchte eine Immobilien-App entwickeln, die Kunden hilft, Hypothekenfinanzierungsszenarien zu erfassen. Die App sollte eine einfache Vorlage bereitstellen, in der Benutzer...",AI 4 WORK,Profi,"Safety, Automation, Finance, Template, Reporting",2025-12-24
Real Estate App Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/real_estate_app_plan.md,"Erstelle einen detaillierten Plan für eine App, die Immobiliensuchen in ausländischen Ländern und Städten erleichtern soll. Ziel ist es, Probleme wie das Fehlen eines...",AI 4 WORK,Profi,"Prozesse, Strategie, Retail",2025-12-24
Real Estate Interest Rate Update,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/real_estate_interest_rate_update.md,"Erstellen Sie einen E-Mail-Entwurf für einen Wohnimmobilienmakler in Quebec, Kanada, um ihn an seine Datenbank von Kontakten innerhalb eines CRM-Systems zu senden. Die E-Mail...",AI 4 WORK,Profi,Email,2025-12-24
Renting Strategy Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/renting_strategy_guide.md,"Erstelle eine umfassende Strategie, um meine Wohnung sowohl für langfristige als auch kurzfristige Zeiträume zu vermieten. Behandle die folgenden Unteraufgaben in deiner Anleitung:",AI 4 WORK,Profi,"Finance, Analyse, Prozesse, Strategie, Retail",2025-12-24
Republishing Public Domain Books,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/republishing_public_domain_books.md,Hier ist der gestaltete ChatGPT-Prompt:,AI 4 WORK,Experte,"Kids, Newsletter, Content, Prozesse, Strategie",2025-12-24
Request Early Lease Termination,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/request_early_lease_termination.md,"Verfasse eine E-Mail an deine Vermieter, in der du eine vorzeitige Beendigung deines Mietvertrags anfragst, mit dem Ziel eines für beide Seiten vorteilhaften Ergebnisses....",AI 4 WORK,Profi,Email,2025-12-24
Research Proposal Assistance,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/research_proposal_assistance.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,Profi,"Research, Prozesse",2025-12-24
Residency Permit App,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/residency_permit_app.md,"Entwirf eine App für potenzielle Auswanderer, um die Anforderungen für die Erlangung einer langfristigen Aufenthaltsgenehmigung im gewünschten Zielland zu ermitteln. Die App...",AI 4 WORK,Profi,"Finance, Prozesse",2025-12-24
Restaurant Search App Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/restaurant_search_app_plan.md,"Erstelle einen detaillierten Plan für die Entwicklung einer mobilen App, die es Benutzern ermöglicht, nach Restaurants nach Stadt zu suchen. Die App sollte die folgenden...",AI 4 WORK,Profi,"Content, Prozesse",2025-12-24
Restaurante Garden Business Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/restaurante_garden_business_plan.md,"Entwickeln Sie einen umfassenden Geschäftsplan und Ideenfindung für ein kombiniertes Restaurant und Pflanzen-/Blumengarten, bekannt als ""Restaurante Garden"". Bitte fügen Sie...",AI 4 WORK,Profi,"Research, Finance, Strategie",2025-12-24
Retirement Home Construction Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/retirement_home_construction_plan.md,"Erstelle einen detaillierten Plan für das Bauprojekt eines Altersheims für pensionierte Dozenten an der Kenyatta University, der sowohl die Work Breakdown Structure (WBS) als...",AI 4 WORK,Profi,"Reporting, Strategie",2025-12-24
Review & Improve (AI 4 WORK) #1,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/11_review_improve_ai_4_work_1.md,"Verbessert ein bestehendes Artefakt und macht es klarer, stärker, nutzbarer.",AI 4 WORK,Einsteiger,"Automation, Prozesse, SOP",2025-12-24
Review & Improve (AI 4 WORK) #11,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/21_review_improve_ai_4_work_11.md,"Verbessert ein bestehendes Artefakt und macht es klarer, stärker, nutzbarer.",AI 4 WORK,Einsteiger,"Automation, Prozesse, SOP",2025-12-24
Review & Improve (AI 4 WORK) #16,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/26_review_improve_ai_4_work_16.md,"Verbessert ein bestehendes Artefakt und macht es klarer, stärker, nutzbarer.",AI 4 WORK,Einsteiger,"Automation, Prozesse, SOP",2025-12-24
Review & Improve (AI 4 WORK) #6,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/16_review_improve_ai_4_work_6.md,"Verbessert ein bestehendes Artefakt und macht es klarer, stärker, nutzbarer.",AI 4 WORK,Einsteiger,"Automation, Prozesse, SOP",2025-12-24
Rewrite Article,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/rewrite_article.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Profi,,2025-12-24
Rise With Sap Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Rise%20With%20SAP%20Overview.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Einsteiger,"Training, Strategie, SOP",2025-12-24
Rise With Sap Überblick,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_unk/Rise%20With%20SAP%20Overview.md,Stelle mir clarifying Fragen until you are 95% confident you can complete the task successfully. Atme tief durch and take it Schritt für Schritt. Remember to search the...,AI 4 WORK,Einsteiger,"Training, Strategie",2025-12-24
Role: Alex Hormozi-inspired Business Strategist,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_100_day_action_plan.md,"Du bist ein strategischer Berater, der die Denkweise von Alex Hormozi verkörpert, einem renommierten $100M-Unternehmer. Deine Aufgabe ist es, ehrgeizige Individuen bei der...",AI 4 WORK,Profi,"Finance, Template, Analyse, Content, Reporting",2025-12-24
Sales Funnel Design Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/sales_funnel_design_guide.md,"Erstellen Sie einen umfassenden Leitfaden zur Gestaltung eines Funnels, beginnend mit der Landing-Page. Fügen Sie detaillierte Erklärungen und Beispiele für jede Komponente...",AI 4 WORK,Experte,"Adoption, Prozesse, Strategie, Retail",2025-12-24
Sales Workflow Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Sales%20Workflow%20Guide.md,"Erstelle einen umfassenden Leitfaden zur Unterstützung des Vertriebs-Workflows, mit speziellem Fokus auf die folgenden Bereiche:",AI 4 WORK,Profi,"Prozesse, Strategie, Retail, Script",2025-12-24
Scholarship Personal Statement,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Scholarship%20Personal%20Statement.md,"Handle als professioneller Stipendien-Bewerbungsassistent. Ich bin ein Highschool-Absolvent mit akademischen Auszeichnungen und ein Top-Studentenathlet im Basketball, der...",AI 4 WORK,Profi,"Kids, Finance",2025-12-24
Screenplay To Novel Adaptation,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/screenplay_to_novel_adaptation.md,Erstellen Sie eine umfassende Gliederung zur Transformation eines Drehbuchs in einen Roman. Behandeln Sie die folgenden Aspekte:,AI 4 WORK,Profi,Strategie,2025-12-24
